session,species,size_bin,SVC_abundance,prey_abundance,pred_abundance
168,bridled goby,2,0,1,0
168,dusky damselfish,2,0,3,0
168,french grunt,2,0,15,0
168,french grunt,3,0,1,0
168,goldspot goby,1,0,2,0
168,gray angelfish,2,0,1,0
168,gray angelfish,5,0,2,0
168,hogfish,5,0,1,0
168,hogfish,6,0,2,0
168,ocean surgeonfish,2,0,1,0
168,queen angelfish,1,0,1,0
168,redband parrotfish,2,0,7,0
168,redband parrotfish,4,0,1,0
168,roughhead blenny,1,0,6,0
168,schoolmaster snapper,3,0,1,0
168,sharpnose puffer,1,0,1,0
168,spotfin butterflyfish,2,0,1,0
168,stoplight parrotfish,2,0,7,0
168,stoplight parrotfish,3,0,1,0
168,threespot damselfish,1,0,1,0
168,threespot damselfish,2,0,2,0
168,white grunt,4,0,4,0
168,white grunt,5,0,2,0
168,yellowtail snapper,3,0,1,0
168,black grouper,3,0,0,1
168,black grouper,6,0,0,1
168,gag grouper,6,0,0,1
168,green moray,6,0,0,1
168,lionfish,4,0,0,1
168,lionfish,5,0,0,2
168,spotted moray,6,0,0,1
169,cocoa damselfish,2,2,0,0
169,foureye butterflyfish,1,1,2,0
169,french grunt,1,1,11,0
169,blue tang,3,4,0,0
169,white grunt,2,5.25,18,0
169,striped parrotfish,1,5.5,44,0
169,gray snapper,5,3.75,3,0
169,sergeant major,1,3.75,12,0
169,bluestriped grunt,4,1,3,0
169,bluestriped grunt,5,5,6,0
169,stoplight parrotfish,2,1,10,0
169,black grouper,3,1,0,0
169,queen angelfish,2,1,2,0
169,blue parrotfish,1,1,0,0
169,porkfish,3,1,0,0
169,doctorfish,3,1,1,0
169,spotfin butterflyfish,4,1,0,0
169,redband parrotfish,3,1,0,0
169,ocean surgeonfish,2,1,1,0
169,bluehead wrasse,2,1,0,0
169,balloonfish,5,1,0,0
169,gag grouper,6,1,0,2
169,foureye butterflyfish,2,2,4,0
169,french grunt,2,2,49,0
169,striped parrotfish,2,15.5,75,0
169,white grunt,4,0.75,37,0
169,gray snapper,6,1.25,0,0
169,sergeant major,2,1.25,4,0
169,white grunt,5,1,9,0
169,striped parrotfish,3,1,0,0
169,atlantic spadefish,5,0,1,0
169,beaugregory,1,0,37,0
169,beaugregory,2,0,42,0
169,bicolor damselfish,1,0,3,0
169,blue parrotfish,2,0,2,0
169,bridled goby,1,0,23,0
169,bridled goby,2,0,12,0
169,butter hamlet,2,0,3,0
169,colon goby,1,0,1,0
169,doctorfish,1,0,1,0
169,dusky damselfish,1,0,1,0
169,french angelfish,4,0,1,0
169,goldspot goby,1,0,2,0
169,goldspot goby,2,0,14,0
169,gray angelfish,4,0,1,0
169,gray snapper,2,0,1,0
169,gray snapper,4,0,1,0
169,green moray,6,0,1,0
169,hogfish,4,0,1,0
169,neon goby,1,0,1,0
169,ocean surgeonfish,1,0,1,0
169,ocean surgeonfish,3,0,1,0
169,queen angelfish,1,0,1,0
169,red grouper,5,0,2,1
169,red grouper,6,0,1,3
169,redband parrotfish,2,0,10,0
169,spotfin butterflyfish,3,0,4,0
169,spotted moray,6,0,1,0
169,stoplight parrotfish,1,0,6,0
169,threespot damselfish,2,0,4,0
169,tomtate,1,0,217,0
169,tomtate,2,0,51,0
169,white grunt,1,0,5,0
169,yellowhead wrasse,4,0,1,0
169,black grouper,4,0,0,1
169,black grouper,5,0,0,1
169,black grouper,6,0,0,1
169,lionfish,4,0,0,1
170,gray snapper,5,1,12,0
170,cocoa damselfish,2,2,0,0
170,yellowtail snapper,3,2,3,0
170,french grunt,2,2,7,0
170,redband parrotfish,1,2,4,0
170,white grunt,2,36,108,0
170,bluestriped grunt,2,3.75,1,0
170,bluehead wrasse,3,1,0,0
170,ocean surgeonfish,3,1,0,0
170,stoplight parrotfish,2,1,5,0
170,foureye butterflyfish,1,1,0,0
170,gray angelfish,4,1,1,0
170,butter hamlet,2,1,1,0
170,blue tang,4,1,3,0
170,slippery dick,2,1,4,0
170,striped parrotfish,2,1,18,0
170,goldspot goby,2,1,8,0
170,rainbow parrotfish,6,1,0,0
170,colon goby,1,1,0,0
170,hogfish,6,1,0,0
170,blue angelfish,6,1,0,0
170,trumpetfish,6,1,1,0
170,balloonfish,5,1,0,0
170,white grunt,3,12,11,0
170,bluestriped grunt,3,1.25,0,0
170,gray snapper,6,1,0,0
170,redband parrotfish,2,1,18,0
170,balloonfish,4,0,1,0
170,beaugregory,1,0,2,0
170,beaugregory,2,0,21,0
170,bicolor damselfish,1,0,1,0
170,bicolor damselfish,2,0,1,0
170,blue hamlet,2,0,2,0
170,bluehead wrasse,2,0,2,0
170,bluestriped grunt,4,0,12,0
170,bluestriped grunt,5,0,7,0
170,bridled goby,1,0,5,0
170,bridled goby,2,0,1,0
170,doctorfish,5,0,1,0
170,dusky damselfish,1,0,1,0
170,foureye butterflyfish,2,0,1,0
170,french grunt,1,0,2,0
170,french grunt,3,0,2,0
170,french grunt,4,0,2,0
170,gag grouper,6,0,1,2
170,goldspot goby,1,0,3,0
170,gray snapper,3,0,1,0
170,gray snapper,4,0,7,0
170,highhat,3,0,1,0
170,hogfish,4,0,1,0
170,hogfish,5,0,1,0
170,neon goby,1,0,1,0
170,porkfish,3,0,1,0
170,queen angelfish,2,0,1,0
170,red grouper,6,0,1,1
170,redband parrotfish,3,0,4,0
170,redband parrotfish,4,0,1,0
170,roughhead blenny,1,0,8,0
170,saucereye porgy,4,0,1,0
170,sergeant major,2,0,1,0
170,sharpnose puffer,2,0,1,0
170,spotfin butterflyfish,2,0,2,0
170,spotted moray,6,0,1,0
170,stoplight parrotfish,1,0,9,0
170,striped parrotfish,1,0,35,0
170,threespot damselfish,1,0,1,0
170,threespot damselfish,2,0,1,0
170,tomtate,1,0,326,0
170,tomtate,2,0,10,0
170,white grunt,4,0,38,0
170,white grunt,5,0,9,0
170,yellowtail snapper,2,0,1,0
171,rock beauty,3,1,0,0
171,blue tang,3,2,0,0
171,reef butterflyfish,2,1,0,0
171,sharpnose puffer,1,2,10,0
171,greenblotch parrotfish,1,2,13,0
171,creole wrasse,1,3,0,0
171,blue chromis,1,1,0,0
171,bicolor damselfish,1,32.25,59,0
171,ocean surgeonfish,3,1.5,6,0
171,redband parrotfish,1,2.5,20,0
171,striped parrotfish,1,10.5,21,0
171,yellowhead wrasse,1,1,9,0
171,bluehead wrasse,1,24,45,0
171,masked goby,1,46,66,0
171,scad sp.,2,3,0,0
171,blue chromis,2,14,4,0
171,yellowhead wrasse,2,4,35,0
171,scad sp.,3,294,0,0
171,white grunt,6,1,0,0
171,butter hamlet,2,1,1,0
171,barred hamlet,2,1,0,0
171,brown chromis,1,1,0,0
171,clown wrasse,2,1,8,0
171,cocoa damselfish,2,1,0,0
171,redtail parrotfish,6,1,0,0
171,barracuda,6,1,1,0
171,bar jack,4,1,0,0
171,mutton snapper,6,1,0,1
171,spanish hogfish,6,1,0,0
171,harlequin bass,2,1,2,0
171,french grunt,3,1,0,0
171,foureye butterflyfish,2,1,2,0
171,stoplight parrotfish,2,1,3,0
171,graysby,4,1,0,1
171,princess parrotfish,1,1,0,0
171,ocean surgeonfish,4,4.5,4,0
171,redband parrotfish,2,5,12,0
171,bicolor damselfish,2,10.75,43,0
171,redband parrotfish,3,2.5,1,0
171,striped parrotfish,2,3.5,12,0
171,bluehead wrasse,2,7,89,0
171,rock beauty,5,1,0,0
171,reef butterflyfish,3,1,0,0
171,yellowhead wrasse,3,1,2,0
171,bluehead wrasse,3,1,5,0
171,scad sp.,4,3,0,0
171,beaugregory,2,0,1,0
171,blue chromis,3,0,1,0
171,blue tang,4,0,1,0
171,bluelip parrotfish,2,0,1,0
171,bridled goby,1,0,23,0
171,bridled goby,2,0,1,0
171,clown wrasse,3,0,3,0
171,colon goby,1,0,2,0
171,goldspot goby,1,0,25,0
171,goldspot goby,2,0,2,0
171,greenblotch parrotfish,2,0,5,0
171,harlequin bass,1,0,1,0
171,longfin damselfish,2,0,1,0
171,pallid goby,1,0,2,0
171,redband parrotfish,4,0,1,0
171,redband parrotfish,5,0,1,0
171,roughhead blenny,1,0,3,0
171,round scad,3,0,22,0
171,round scad,4,0,8,0
171,sharpnose puffer,2,0,2,0
171,slippery dick,2,0,1,0
171,stoplight parrotfish,1,0,3,0
171,yellowhead wrasse,4,0,1,0
171,black grouper,6,0,0,1
171,graysby,3,0,0,8
171,spotted moray,6,0,0,1
172,bluelip parrotfish,1,2,6,0
172,yellowhead wrasse,1,1,2,0
172,yellowhead jawfish,2,2,0,0
172,spotfin butterflyfish,3,2,0,0
172,reef butterflyfish,2,2,0,0
172,striped parrotfish,2,2,14,0
172,rock beauty,2,1,0,0
172,greenblotch parrotfish,2,3,8,0
172,ocean surgeonfish,2,1,0,0
172,sharpnose puffer,1,4,8,0
172,bicolor damselfish,1,24,58,0
172,blue chromis,1,1,1,0
172,redband parrotfish,1,5.25,21,0
172,blue chromis,2,4,11,0
172,bluehead wrasse,3,1,5,0
172,butter hamlet,2,1,1,0
172,harlequin bass,2,1,7,0
172,blue tang,3,1,0,0
172,white grunt,5,1,0,0
172,hogfish,5,1,1,0
172,coney,5,1,0,0
172,stoplight parrotfish,2,1,1,0
172,spotted goatfish,4,1,0,0
172,foureye butterflyfish,2,1,0,0
172,graysby,4,1,0,3
172,clown wrasse,2,1,2,0
172,gray angelfish,6,1,0,0
172,ocean surgeonfish,3,3,2,0
172,bicolor damselfish,2,8,27,0
172,redband parrotfish,2,0.75,12,0
172,yellowhead wrasse,3,1,4,0
172,rock beauty,4,1,0,0
172,sharpnose puffer,2,1,0,0
172,redband parrotfish,3,1,5,0
172,bluehead wrasse,1,0,28,0
172,bluehead wrasse,2,0,119,0
172,bluelip parrotfish,2,0,1,0
172,bridled goby,1,0,31,0
172,bridled goby,2,0,4,0
172,butter hamlet,1,0,1,0
172,colon goby,1,0,7,0
172,doctorfish,5,0,1,0
172,goldspot goby,1,0,42,0
172,goldspot goby,2,0,6,0
172,graysby,2,0,1,1
172,greenblotch parrotfish,1,0,21,0
172,lantern bass,1,0,1,0
172,masked goby,1,0,1,0
172,ocean surgeonfish,4,0,1,0
172,pallid goby,1,0,6,0
172,redband parrotfish,4,0,2,0
172,redband parrotfish,5,0,1,0
172,spotted scorpionfish,5,0,1,0
172,striped grunt,2,0,17,0
172,striped parrotfish,1,0,4,0
172,yellowhead wrasse,2,0,40,0
172,black grouper,6,0,0,1
172,coney,6,0,0,1
172,graysby,6,0,0,3
172,mutton snapper,6,0,0,1
172,red hind,6,0,0,1
173,graysby,3,1,3,3
173,french grunt,3,1,7,0
173,rock beauty,2,1,0,0
173,greenblotch parrotfish,1,2,11,0
173,foureye butterflyfish,2,2,2,0
173,sharpnose puffer,1,3,27,0
173,ocean surgeonfish,3,3,2,0
173,yellowhead wrasse,1,2.25,10,0
173,redband parrotfish,1,1,26,0
173,bluehead wrasse,1,15.75,102,0
173,striped parrotfish,1,1,12,0
173,bicolor damselfish,1,12.75,42,0
173,blue chromis,2,9,22,0
173,bar jack,4,5.25,0,0
173,masked goby,1,140,1990,0
173,creole wrasse,2,1.5,1,0
173,redband parrotfish,2,5.75,19,0
173,striped parrotfish,2,7.25,61,0
173,creole wrasse,3,147,0,0
173,harlequin bass,1,1,6,0
173,cocoa damselfish,2,1,0,0
173,clown wrasse,2,1,0,0
173,spotted goatfish,4,1,1,0
173,butter hamlet,2,1,6,0
173,blue tang,3,1,0,0
173,black hamlet,2,1,0,0
173,brown chromis,2,1,0,0
173,princess parrotfish,6,1,0,0
173,french angelfish,6,1,0,0
173,reef butterflyfish,2,1,0,0
173,smooth trunkfish,5,1,0,0
173,banded butterflyfish,2,1,0,0
173,mutton snapper,6,1,1,1
173,spanish hogfish,3,1,0,0
173,red grouper,6,1,1,0
173,gray angelfish,6,1,0,0
173,doctorfish,2,1,0,0
173,white grunt,4,1,0,0
173,cero,6,1,0,0
173,yellowtail snapper,3,1,0,0
173,yellowhead wrasse,2,5.75,24,0
173,bicolor damselfish,2,38.25,78,0
173,redband parrotfish,3,2.25,2,0
173,bluehead wrasse,2,4.25,55,0
173,striped parrotfish,3,2.75,3,0
173,bar jack,5,1.75,0,0
173,graysby,4,1,4,5
173,french grunt,4,1,4,0
173,rock beauty,3,1,0,0
173,ocean surgeonfish,4,1,1,0
173,yellowhead wrasse,3,1,7,0
173,bluehead wrasse,3,1,1,0
173,creole wrasse,4,1.5,1,0
173,bandtail puffer,2,0,1,0
173,beaugregory,1,0,1,0
173,beaugregory,2,0,6,0
173,blue chromis,1,0,6,0
173,blue chromis,3,0,1,0
173,blue runner,5,0,1,0
173,blue tang,2,0,1,0
173,bridled goby,1,0,50,0
173,bridled goby,2,0,10,0
173,butter hamlet,1,0,1,0
173,butter hamlet,3,0,3,0
173,colon goby,1,0,2,0
173,creole wrasse,1,0,6,0
173,goldspot goby,1,0,62,0
173,goldspot goby,2,0,10,0
173,graysby,2,0,1,1
173,greenblotch parrotfish,2,0,5,0
173,harlequin bass,2,0,6,0
173,ocean surgeonfish,5,0,1,0
173,pallid goby,1,0,37,0
173,pallid goby,2,0,13,0
173,princess parrotfish,2,0,2,0
173,princess parrotfish,4,0,4,0
173,princess parrotfish,5,0,5,0
173,redband parrotfish,4,0,1,0
173,roughhead blenny,1,0,7,0
173,sharpnose puffer,2,0,3,0
173,smooth trunkfish,3,0,1,0
173,spotted drum,3,0,1,0
173,stoplight parrotfish,1,0,2,0
173,stoplight parrotfish,2,0,5,0
173,stoplight parrotfish,6,0,1,0
173,striped parrotfish,4,0,2,0
173,threespot damselfish,2,0,2,0
173,wrasse blenny,1,0,1,0
173,yellowtail snapper,2,0,1,0
173,black grouper,6,0,0,1
173,graysby,1,0,0,1
173,graysby,5,0,0,3
173,red hind,5,0,0,1
173,spotted moray,5,0,0,1
173,spotted moray,6,0,0,2
174,blue tang,3,2,0,0
174,cocoa damselfish,1,1,0,0
174,porkfish,2,3,0,0
174,redband parrotfish,1,1,3,0
174,white grunt,3,1,4,0
174,bluestriped grunt,4,1,13,0
174,striped parrotfish,1,7.75,17,0
174,sailor's choice,4,1,0,0
174,stoplight parrotfish,1,6,8,0
174,white grunt,4,7.75,17,0
174,bluestriped grunt,5,29.75,11,0
174,sailor's choice,5,20,0,0
174,doctorfish,3,1,0,0
174,bluehead wrasse,2,1,2,0
174,colon goby,1,1,2,0
174,schoolmaster snapper,5,1,0,0
174,redtail parrotfish,6,1,0,0
174,bar jack,6,1,0,0
174,foureye butterflyfish,2,1,1,0
174,blue angelfish,5,1,0,0
174,spotfin butterflyfish,3,1,2,0
174,redband parrotfish,3,2,0,0
174,white grunt,5,26.25,9,0
174,striped parrotfish,2,15.5,10,0
174,bluestriped grunt,6,10.25,0,0
174,striped parrotfish,3,6.75,2,0
174,sailor's choice,6,7,0,0
174,stoplight parrotfish,2,2,2,0
174,cocoa damselfish,2,1,0,0
174,striped parrotfish,5,1,0,0
174,bar jack,3,0,3,0
174,beaugregory,1,0,1,0
174,bicolor damselfish,1,0,2,0
174,blue tang,1,0,1,0
174,blue tang,2,0,1,0
174,blue tang,4,0,1,0
174,bluestriped grunt,3,0,1,0
174,bridled goby,1,0,7,0
174,dusky damselfish,1,0,1,0
174,dusky damselfish,2,0,6,0
174,goldspot goby,1,0,3,0
174,hogfish,4,0,1,0
174,neon goby,1,0,3,0
174,ocean surgeonfish,5,0,1,0
174,porkfish,1,0,1,0
174,porkfish,4,0,2,0
174,porkfish,5,0,2,0
174,puddingwife,2,0,1,0
174,queen angelfish,5,0,1,0
174,rainbow parrotfish,6,0,1,0
174,redband parrotfish,2,0,1,0
174,roughhead blenny,1,0,1,0
174,sergeant major,1,0,17,0
174,slippery dick,2,0,2,0
174,white grunt,1,0,1,0
174,white margate,4,0,1,0
174,white margate,5,0,1,0
174,green moray,6,0,0,1
174,nassau grouper,6,0,0,1
175,harlequin bass,2,1,4,0
175,graysby,3,1,1,3
175,smooth trunkfish,3,1,0,0
175,puddingwife,2,2,0,0
175,greenblotch parrotfish,2,2,5,0
175,doctorfish,4,1,0,0
175,ocean surgeonfish,2,2,1,0
175,clown wrasse,2,3,12,0
175,bicolor damselfish,1,73.5,198,0
175,bluehead wrasse,1,22.5,94,0
175,yellowhead wrasse,1,1,10,0
175,french grunt,2,30.75,28,0
175,striped parrotfish,1,6.75,57,0
175,redband parrotfish,1,6,38,0
175,masked goby,1,7,15,0
175,tomtate,1,2.2,0,0
175,yellowhead wrasse,2,6.5,23,0
175,tomtate,2,215.60000000000002,102,0
175,stoplight parrotfish,5,1,0,0
175,cero,6,1,0,0
175,sharpnose puffer,1,1,5,0
175,cocoa damselfish,2,1,0,0
175,yellowtail snapper,3,1,0,0
175,gray angelfish,6,1,1,0
175,bar jack,3,1,0,0
175,balloonfish,4,1,0,0
175,butter hamlet,2,1,4,0
175,white grunt,6,1,0,0
175,blue parrotfish,6,1,0,0
175,bicolor damselfish,2,24.5,89,0
175,bluehead wrasse,2,6.5,37,0
175,yellowhead wrasse,3,1.5,4,0
175,french grunt,3,10.25,21,0
175,striped parrotfish,2,2.25,20,0
175,redband parrotfish,3,1,3,0
175,harlequin bass,3,1,0,0
175,graysby,4,1,3,5
175,smooth trunkfish,5,1,0,0
175,doctorfish,5,1,0,0
175,ocean surgeonfish,3,1,0,0
175,clown wrasse,3,1,0,0
175,bluehead wrasse,3,1,2,0
175,yellowhead wrasse,4,1,0,0
175,redband parrotfish,5,1,0,0
175,tomtate,3,2.2,0,0
175,balloonfish,3,0,1,0
175,beaugregory,1,0,1,0
175,beaugregory,2,0,10,0
175,black grouper,6,0,1,0
175,black margate,6,0,2,2
175,blackear wrasse,2,0,1,0
175,blue chromis,1,0,2,0
175,blue chromis,2,0,4,0
175,blue dartfish,1,0,1,0
175,blue tang,5,0,1,0
175,bridled goby,1,0,52,0
175,bridled goby,2,0,13,0
175,clown wrasse,1,0,1,0
175,colon goby,1,0,26,0
175,dusky damselfish,1,0,1,0
175,french grunt,4,0,1,0
175,goldspot goby,1,0,19,0
175,goldspot goby,2,0,2,0
175,gray angelfish,5,0,1,0
175,graysby,5,0,1,2
175,greenblotch parrotfish,1,0,4,0
175,harlequin bass,1,0,4,0
175,hogfish,5,0,1,0
175,lantern bass,2,0,1,0
175,neon goby,1,0,3,0
175,pallid goby,1,0,3,0
175,porkfish,5,0,1,0
175,rainbow parrotfish,6,0,1,0
175,redband parrotfish,2,0,13,0
175,rosy blenny,2,0,1,0
175,roughhead blenny,1,0,6,0
175,saddled blenny,2,0,1,0
175,scrawled filefish,6,0,1,0
175,seaweed blenny,1,0,1,0
175,sharpnose puffer,2,0,1,0
175,slippery dick,1,0,7,0
175,slippery dick,2,0,10,0
175,slippery dick,3,0,1,0
175,smooth trunkfish,2,0,1,0
175,spanish hogfish,1,0,2,0
175,spanish hogfish,3,0,1,0
175,spotfin butterflyfish,2,0,1,0
175,stoplight parrotfish,1,0,4,0
175,stoplight parrotfish,2,0,7,0
175,sunshinefish,1,0,1,0
175,viper moray,6,0,1,0
175,white grunt,2,0,2,0
175,white grunt,5,0,3,0
175,yellow jack,6,0,5,0
175,gag grouper,6,0,0,1
175,graysby,1,0,0,3
175,graysby,2,0,0,5
175,graysby,6,0,0,2
175,lionfish,2,0,0,2
175,lionfish,6,0,0,1
175,nassau grouper,6,0,0,1
175,red grouper,6,0,0,1
175,spotted moray,6,0,0,2
176,striped parrotfish,1,2,32,0
176,graysby,3,2,1,3
176,harlequin bass,2,1,7,0
176,ocean surgeonfish,3,1,0,0
176,blue tang,2,1,2,0
176,puddingwife,2,2,0,0
176,masked goby,1,4,112,0
176,french grunt,2,1,11,0
176,blue chromis,1,8.25,0,0
176,redband parrotfish,1,3.75,31,0
176,sergeant major,1,3.75,0,0
176,yellowhead wrasse,1,1,4,0
176,bluehead wrasse,1,3.25,56,0
176,creole wrasse,1,19.5,0,0
176,clown wrasse,2,4,10,0
176,bicolor damselfish,1,123,193,0
176,french grunt,3,6.5,41,0
176,yellowhead wrasse,2,4,26,0
176,stoplight parrotfish,1,1,14,0
176,white grunt,3,1,2,0
176,butter hamlet,2,1,3,0
176,spanish hogfish,5,1,0,0
176,french angelfish,6,1,0,0
176,gray angelfish,6,2,0,0
176,greenblotch parrotfish,1,1,6,0
176,rock beauty,2,1,0,0
176,foureye butterflyfish,2,1,3,0
176,smooth trunkfish,2,1,0,0
176,yellowtail snapper,3,1,0,0
176,cocoa damselfish,2,1,0,0
176,cero,4,1,0,0
176,sharpnose puffer,1,1,9,0
176,yellow goatfish,3,1,0,0
176,colon goby,1,1,22,0
176,dog snapper,6,1,0,0
176,blue tang,3,2,0,0
176,bluehead wrasse,2,9.75,25,0
176,french grunt,4,2.5,0,0
176,blue chromis,2,2.75,0,0
176,redband parrotfish,3,0.25,0,0
176,sergeant major,2,1.25,0,0
176,creole wrasse,2,6.5,0,0
176,bicolor damselfish,2,41,84,0
176,harlequin bass,3,1,0,0
176,ocean surgeonfish,4,1,0,0
176,puddingwife,6,1,0,0
176,redband parrotfish,4,1,1,0
176,yellowhead wrasse,3,1,5,0
176,clown wrasse,3,1,0,0
176,balloonfish,4,0,1,0
176,barred cardinalfish,1,0,1,0
176,beaugregory,2,0,2,0
176,black margate,6,0,1,0
176,blue parrotfish,6,0,1,0
176,bluehead wrasse,3,0,3,0
176,bridled goby,1,0,52,0
176,bridled goby,2,0,14,0
176,butter hamlet,1,0,1,0
176,french grunt,1,0,3,0
176,goldspot goby,1,0,14,0
176,goldspot goby,2,0,5,0
176,graysby,2,0,2,0
176,graysby,4,0,2,7
176,greenblotch parrotfish,2,0,7,0
176,harlequin bass,1,0,2,0
176,lantern bass,2,0,1,0
176,lionfish,2,0,1,1
176,neon goby,1,0,5,0
176,ocean surgeonfish,5,0,2,0
176,pallid goby,1,0,3,0
176,pallid goby,2,0,1,0
176,porkfish,3,0,1,0
176,queen angelfish,1,0,1,0
176,queen angelfish,4,0,1,0
176,redband parrotfish,2,0,9,0
176,redband parrotfish,5,0,1,0
176,rock beauty,1,0,1,0
176,roughhead blenny,1,0,3,0
176,sharpnose puffer,2,0,1,0
176,slippery dick,1,0,3,0
176,slippery dick,2,0,11,0
176,spanish hogfish,2,0,1,0
176,spanish mackerel,5,0,1,0
176,stoplight parrotfish,2,0,6,0
176,stoplight parrotfish,3,0,1,0
176,striped parrotfish,2,0,5,0
176,tomtate,1,0,110,0
176,tomtate,2,0,2,0
176,white grunt,2,0,1,0
176,gag grouper,6,0,0,1
176,graysby,5,0,0,1
176,graysby,6,0,0,2
176,nassau grouper,6,0,0,2
176,spotted moray,6,0,0,1
177,slippery dick,3,2,5,0
177,greenblotch parrotfish,2,2,2,0
177,doctorfish,4,1,8,0
177,blue runner,5,2,0,0
177,blue tang,2,3,0,0
177,rainbow parrotfish,6,4,1,0
177,french grunt,2,41.25,32,0
177,white grunt,2,1,1,0
177,striped parrotfish,1,1,18,0
177,clown wrasse,1,1,2,0
177,bluehead wrasse,1,8.25,43,0
177,yellowhead wrasse,1,1,4,0
177,bicolor damselfish,1,113.25,201,0
177,tomtate,1,120,0,0
177,white grunt,3,8,0,0
177,striped parrotfish,2,5,4,0
177,clown wrasse,2,3,22,0
177,yellowhead wrasse,2,7,48,0
177,blackear wrasse,2,1,2,0
177,cocoa damselfish,2,1,0,0
177,redband parrotfish,2,1,8,0
177,queen angelfish,5,1,0,0
177,spotfin butterflyfish,2,1,0,0
177,blue angelfish,6,1,0,0
177,butter hamlet,2,1,2,0
177,hogfish,6,1,1,0
177,ocean surgeonfish,2,1,0,0
177,black grouper,6,1,0,0
177,graysby,3,1,1,1
177,puddingwife,3,1,0,0
177,yellowtail damselfish,2,1,0,0
177,stoplight parrotfish,2,1,1,0
177,sharpnose puffer,1,1,2,0
177,orangespotted filefish,2,1,0,0
177,gray angelfish,6,1,0,0
177,blackfin snapper,2,1,0,0
177,french angelfish,6,1,0,0
177,french grunt,3,13.75,0,0
177,bluehead wrasse,2,1.75,26,0
177,bicolor damselfish,2,37.74999999999999,79,0
177,tomtate,2,40.00000000000001,309,0
177,doctorfish,5,1,0,0
177,clown wrasse,3,1,1,0
177,bluehead wrasse,3,1,1,0
177,balloonfish,4,0,1,0
177,barred blenny,1,0,1,0
177,beaugregory,1,0,1,0
177,beaugregory,2,0,4,0
177,blue angelfish,5,0,2,0
177,blue chromis,2,0,1,0
177,blue parrotfish,6,0,1,0
177,blue tang,4,0,3,0
177,bridled goby,1,0,54,0
177,bridled goby,2,0,15,0
177,colon goby,1,0,39,0
177,french grunt,1,0,1,0
177,goldentail moray,6,0,1,0
177,goldspot goby,1,0,18,0
177,goldspot goby,2,0,7,0
177,graysby,4,0,1,0
177,greenblotch parrotfish,1,0,1,0
177,harlequin bass,1,0,1,0
177,harlequin bass,2,0,4,0
177,hogfish,5,0,3,0
177,longfin damselfish,1,0,1,0
177,neon goby,1,0,1,0
177,ocean surgeonfish,3,0,2,0
177,red grouper,6,0,1,0
177,redband parrotfish,1,0,23,0
177,redband parrotfish,3,0,1,0
177,redband parrotfish,4,0,1,0
177,redband parrotfish,5,0,2,0
177,reef butterflyfish,2,0,1,0
177,sharpnose puffer,2,0,1,0
177,slippery dick,1,0,5,0
177,slippery dick,2,0,30,0
177,stoplight parrotfish,1,0,3,0
177,striped grunt,2,0,7,0
177,yellowhead wrasse,3,0,5,0
177,yellowhead wrasse,4,0,1,0
177,gag grouper,6,0,0,1
177,spotted moray,6,0,0,2
178,permit,6,2,0,0
178,porkfish,5,2,0,0
178,yellowhead wrasse,2,1,19,0
178,squirrelfish,4,1,0,0
178,stoplight parrotfish,5,2,3,0
178,blue tang,2,1,2,0
178,creole wrasse,4,1,12,0
178,bicolor damselfish,1,36,138,0
178,french grunt,2,1,0,0
178,ocean surgeonfish,2,1,0,0
178,redband parrotfish,3,1,2,0
178,blackear wrasse,2,8,0,0
178,blue chromis,1,1,0,0
178,white grunt,4,1,0,0
178,striped parrotfish,2,6,6,0
178,french grunt,3,19.25,0,0
178,ocean surgeonfish,3,0.25,1,0
178,redband parrotfish,4,3.5,4,0
178,blackear wrasse,1,23,0,0
178,blue chromis,2,6,15,0
178,white grunt,5,8,0,0
178,rock beauty,5,1,0,0
178,bluestriped grunt,4,1,0,0
178,princess parrotfish,5,1,1,0
178,spotted trunkfish,2,1,0,0
178,gray angelfish,5,1,0,0
178,trumpetfish,6,1,0,0
178,harlequin bass,2,1,5,0
178,blue tang,3,2,0,0
178,creole wrasse,5,3,0,0
178,ocean surgeonfish,4,2.5,3,0
178,bicolor damselfish,2,12,49,0
178,french grunt,4,6.75,1,0
178,ocean surgeonfish,5,1.25,0,0
178,redband parrotfish,5,1.5,1,0
178,white grunt,6,3,0,0
178,yellowhead wrasse,3,1,4,0
178,squirrelfish,5,1,3,0
178,stoplight parrotfish,6,1,0,0
178,blue tang,4,1,1,0
178,blackear wrasse,3,1,0,0
178,beaugregory,2,0,1,0
178,black grouper,6,0,1,1
178,blue chromis,3,0,4,0
178,blue dartfish,2,0,2,0
178,bluehead wrasse,1,0,75,0
178,bluehead wrasse,2,0,102,0
178,bluehead wrasse,3,0,1,0
178,bridled goby,1,0,58,0
178,bridled goby,2,0,24,0
178,brown chromis,2,0,1,0
178,butter hamlet,2,0,1,0
178,clown wrasse,2,0,1,0
178,colon goby,1,0,13,0
178,colon goby,2,0,2,0
178,creole wrasse,1,0,17,0
178,creole wrasse,2,0,4,0
178,french angelfish,5,0,3,0
178,goldspot goby,1,0,37,0
178,goldspot goby,2,0,8,0
178,graysby,2,0,1,1
178,graysby,4,0,2,10
178,graysby,5,0,1,3
178,greenblotch parrotfish,1,0,5,0
178,greenblotch parrotfish,2,0,3,0
178,harlequin bass,1,0,1,0
178,hogfish,4,0,1,0
178,longfin damselfish,1,0,1,0
178,longspine squirrelfish,5,0,1,0
