session,site,habitat,octocoral,stony,relief_cm,species_order,family,binomial,species,size_bin,predator_presence,nocturnal,position,behavior,max_length,colouration,cryptic_behaviour,SVC_date,SVC_max_depth,SVC_area,SVC_abundance,SVC_density,pred_date,pred_depth,pred_area,pred_abundance,pred_density,SVC_pred_difference,total_density,log_difference,average_depth
156,BISC-W60-4b,Continuous,60,5,27.923076923076923,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2014-09-19,52,153.93804,0,0,2014-09-19,53,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,52.5
156,BISC-W60-4b,Continuous,60,5,27.923076923076923,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,4,1,1,demersal,solitary,45.7,conspicuous,1,2014-09-19,52,153.93804,0,0,2014-09-19,53,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,52.5
156,BISC-W60-4b,Continuous,60,5,27.923076923076923,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,1,1,demersal,solitary,45.7,conspicuous,1,2014-09-19,52,153.93804,0,0,2014-09-19,53,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,52.5
156,BISC-W60-4b,Continuous,60,5,27.923076923076923,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,1,1,0,benthic,solitary,200,conspicuous,1,2014-09-19,52,153.93804,0,0,2014-09-19,53,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,52.5
156,BISC-W60-4b,Continuous,60,5,27.923076923076923,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2014-09-19,52,153.93804,0,0,2014-09-19,53,2000,2,0.001,-0.001,0.001,-0.6931471805599454,52.5
156,BISC-W60-4b,Continuous,60,5,27.923076923076923,Scorpaeniformes,Scorpaenidae,Scorpaena plumieri,spotted scorpionfish,6,1,0,demersal,solitary,50,cryptic,1,2014-09-19,52,153.93804,0,0,2014-09-19,53,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,52.5
157,Dixie Ledge,Continuous,30,5,48.34615384615385,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2014-09-22,60,153.93804,0,0,2014-09-22,51,2000,10,0.005,-0.005,0.005,-1.7917594692280545,55.5
157,Dixie Ledge,Continuous,30,5,48.34615384615385,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2014-09-22,60,153.93804,0,0,2014-09-22,51,2000,3,0.0015,-0.0015,0.0015,-0.9162907318741551,55.5
157,Dixie Ledge,Continuous,30,5,48.34615384615385,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,2,1,1,demersal,solitary,45.7,conspicuous,1,2014-09-22,60,153.93804,0,0,2014-09-22,51,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,55.5
157,Dixie Ledge,Continuous,30,5,48.34615384615385,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2014-09-22,60,153.93804,0,0,2014-09-22,51,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,55.5
157,Dixie Ledge,Continuous,30,5,48.34615384615385,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,3,1,1,demersal,solitary,45.7,conspicuous,1,2014-09-22,60,153.93804,0,0,2014-09-22,51,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,55.5
157,Dixie Ledge,Continuous,30,5,48.34615384615385,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,4,1,1,demersal,solitary,45.7,conspicuous,1,2014-09-22,60,153.93804,0,0,2014-09-22,51,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,55.5
157,Dixie Ledge,Continuous,30,5,48.34615384615385,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,5,1,0,demersal,solitary,94,cryptic,0,2014-09-22,60,153.93804,0,0,2014-09-22,51,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,55.5
157,Dixie Ledge,Continuous,30,5,48.34615384615385,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,1,0,demersal,solitary,100,conspicuous,1,2014-09-22,60,153.93804,0,0,2014-09-22,51,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,55.5
158,KL-P6,Patch,50,10,54.583333333333336,Anguilliformes,Muraenidae,Gymnothorax vicinus,purplemouth moray,6,1,0,demersal,solitary,122,none,1,2014-09-22,20,78.53981634,0,0,2014-09-22,20,399,1,0.002506265664160401,-0.002506265664160401,0.002506265664160401,-1.2545515577756179,20
158,KL-P6,Patch,50,10,54.583333333333336,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2014-09-22,20,78.53981634,0,0,2014-09-22,20,399,3,0.007518796992481203,-0.007518796992481203,0.007518796992481203,-2.142275132806252,20
158,KL-P6,Patch,50,10,54.583333333333336,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,6,1,0,demersal,solitary,145,none,1,2014-09-22,20,78.53981634,0,0,2014-09-22,20,399,1,0.002506265664160401,-0.002506265664160401,0.002506265664160401,-1.2545515577756179,20
158,KL-P6,Patch,50,10,54.583333333333336,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,1,0,demersal,solitary,125,none,1,2014-09-22,20,78.53981634,0,0,2014-09-22,20,399,1,0.002506265664160401,-0.002506265664160401,0.002506265664160401,-1.2545515577756179,20
159,KL-P7,Patch,70,10,56.27777777777778,Perciformes,Lutjanidae,Lutjanus griseus,gray snapper,5,1,1,demersal,schooling,89,none,0,2014-09-22,20,78.53981634,1,0.01273239544731026,2014-09-22,15,1606.5,0,0,0.01273239544731026,0.01273239544731026,2.619757672683737,17.5
159,KL-P7,Patch,70,10,56.27777777777778,Syngnathiformes,Aulostomidae,Aulostomus maculatus,trumpetfish,6,1,0,demersal,solitary,80,none,1,2014-09-22,20,78.53981634,1,0.01273239544731026,2014-09-22,15,1606.5,0,0,0.01273239544731026,0.01273239544731026,2.619757672683737,17.5
159,KL-P7,Patch,70,10,56.27777777777778,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2014-09-22,20,78.53981634,1,0.01273239544731026,2014-09-22,15,1606.5,1,6.224712107065049e-4,0.012109924236603755,0.013354866658016766,2.13580724703149,17.5
159,KL-P7,Patch,70,10,56.27777777777778,Perciformes,Lutjanidae,Lutjanus griseus,gray snapper,6,1,1,demersal,schooling,89,none,0,2014-09-22,20,78.53981634,1,0.01273239544731026,2014-09-22,15,1606.5,0,0,0.01273239544731026,0.01273239544731026,2.619757672683737,17.5
159,KL-P7,Patch,70,10,56.27777777777778,Perciformes,Epinephelidae,Epinephelus morio,red grouper,5,1,0,demersal,solitary,125,none,1,2014-09-22,20,78.53981634,0,0,2014-09-22,15,1606.5,1,6.224712107065049e-4,-6.224712107065049e-4,6.224712107065049e-4,-0.4839504256522469,17.5
159,KL-P7,Patch,70,10,56.27777777777778,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,1,0,demersal,solitary,125,none,1,2014-09-22,20,78.53981634,0,0,2014-09-22,15,1606.5,3,0.0018674136321195146,-0.0018674136321195146,0.0018674136321195146,-1.0534104499930734,17.5
160,KL-P8,Patch,60,10,41.84375,Perciformes,Lutjanidae,Lutjanus griseus,gray snapper,3,1,1,demersal,schooling,89,none,0,2014-09-22,12,78.53981634,2,0.02546479089462052,2014-09-22,11,3990,0,0,0.02546479089462052,0.02546479089462052,3.2758152040741457,11.5
160,KL-P8,Patch,60,10,41.84375,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2014-09-22,12,78.53981634,1,0.01273239544731026,2014-09-22,11,3990,0,0,0.01273239544731026,0.01273239544731026,2.619757672683737,11.5
160,KL-P8,Patch,60,10,41.84375,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,1,0,demersal,solitary,125,none,1,2014-09-22,12,78.53981634,1,0.01273239544731026,2014-09-22,11,3990,1,2.506265664160401e-4,0.012481768880894221,0.0129830220137263,2.396112993822082,11.5
160,KL-P8,Patch,60,10,41.84375,Perciformes,Lutjanidae,Lutjanus griseus,gray snapper,4,1,1,demersal,schooling,89,none,0,2014-09-22,12,78.53981634,1,0.01273239544731026,2014-09-22,11,3990,0,0,0.01273239544731026,0.01273239544731026,2.619757672683737,11.5
160,KL-P8,Patch,60,10,41.84375,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,4,1,1,demersal,solitary,45.7,conspicuous,1,2014-09-22,12,78.53981634,0,0,2014-09-22,11,3990,5,0.0012531328320802004,-0.0012531328320802004,0.0012531328320802004,-0.8123216175817563,11.5
160,KL-P8,Patch,60,10,41.84375,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,1,1,demersal,solitary,45.7,conspicuous,1,2014-09-22,12,78.53981634,0,0,2014-09-22,11,3990,1,2.506265664160401e-4,-2.506265664160401e-4,2.506265664160401e-4,-0.22364467886165507,11.5
160,KL-P8,Patch,60,10,41.84375,Perciformes,Epinephelidae,Epinephelus morio,red grouper,5,1,0,demersal,solitary,125,none,1,2014-09-22,12,78.53981634,0,0,2014-09-22,11,3990,2,5.012531328320802e-4,-5.012531328320802e-4,5.012531328320802e-4,-0.40630018122558553,11.5
160,KL-P8,Patch,60,10,41.84375,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2014-09-22,12,78.53981634,0,0,2014-09-22,11,3990,1,2.506265664160401e-4,-2.506265664160401e-4,2.506265664160401e-4,-0.22364467886165507,11.5
161,KL-W7,Continuous,50,10,52.80769230769231,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2014-09-22,65,153.93804,1,0.006496120127292773,2014-09-22,52,2000,7,0.0035,0.002996120127292773,0.009996120127292773,0.5103081735507535,58.5
161,KL-W7,Continuous,50,10,52.80769230769231,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,1,0,demersal,solitary,94,cryptic,0,2014-09-22,65,153.93804,1,0.006496120127292773,2014-09-22,52,2000,4,0.002,0.004496120127292773,0.008496120127292773,0.9157732816589181,58.5
161,KL-W7,Continuous,50,10,52.80769230769231,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2014-09-22,65,153.93804,0,0,2014-09-22,52,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,58.5
161,KL-W7,Continuous,50,10,52.80769230769231,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2014-09-22,65,153.93804,0,0,2014-09-22,52,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,58.5
161,KL-W7,Continuous,50,10,52.80769230769231,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2014-09-22,65,153.93804,0,0,2014-09-22,52,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,58.5
161,KL-W7,Continuous,50,10,52.80769230769231,Perciformes,Epinephelidae,Cephalopholis fulva,coney,4,1,1,demersal,solitary,41,conspicuous,1,2014-09-22,65,153.93804,0,0,2014-09-22,52,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,58.5
161,KL-W7,Continuous,50,10,52.80769230769231,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,1,1,1,demersal,solitary,33,conspicuous,1,2014-09-22,65,153.93804,0,0,2014-09-22,52,2000,2,0.001,-0.001,0.001,-0.6931471805599454,58.5
161,KL-W7,Continuous,50,10,52.80769230769231,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,1,1,demersal,solitary,45.7,conspicuous,1,2014-09-22,65,153.93804,0,0,2014-09-22,52,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,58.5
161,KL-W7,Continuous,50,10,52.80769230769231,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2014-09-22,65,153.93804,0,0,2014-09-22,52,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,58.5
162,DANGER 88,Patch,20,0,70.5,Perciformes,Lutjanidae,Lutjanus griseus,gray snapper,5,1,1,demersal,schooling,89,none,0,2014-09-24,15,12.56637061,3,0.23873241472065737,2014-09-24,8,283.5,0,0,0.23873241472065737,0.23873241472065737,5.479523362671576,11.5
162,DANGER 88,Patch,20,0,70.5,Scorpaeniformes,Scorpaenidae,Scorpaena plumieri,spotted scorpionfish,5,1,0,demersal,solitary,50,cryptic,1,2014-09-24,15,12.56637061,0,0,2014-09-24,8,283.5,1,0.003527336860670194,-0.003527336860670194,0.003527336860670194,-1.5101338771433879,11.5
164,KL-P4,Patch,35,10,28.933333333333334,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,1,1,demersal,solitary,45.7,conspicuous,1,2014-09-24,13,28.27433388,1,0.0353677651344195,2014-09-24,15,576,1,0.001736111111111111,0.03363165402330839,0.03710387624553061,2.5871451993389005,14
164,KL-P4,Patch,35,10,28.933333333333334,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,4,1,1,demersal,solitary,45.7,conspicuous,1,2014-09-24,13,28.27433388,0,0,2014-09-24,15,576,1,0.001736111111111111,-0.001736111111111111,0.001736111111111111,-1.0065376097219332,14
165,KL-W2,Continuous,35,5,30.6,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2014-09-24,68,153.93804,1,0.006496120127292773,2014-09-24,57.5,2000,4,0.002,0.004496120127292773,0.008496120127292773,0.9157732816589181,62.75
165,KL-W2,Continuous,35,5,30.6,Syngnathiformes,Aulostomidae,Aulostomus maculatus,trumpetfish,6,1,0,demersal,solitary,80,none,1,2014-09-24,68,153.93804,1,0.006496120127292773,2014-09-24,57.5,2000,0,0,0.006496120127292773,0.006496120127292773,2.0143855703270273,62.75
165,KL-W2,Continuous,35,5,30.6,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2014-09-24,68,153.93804,0,0,2014-09-24,57.5,2000,4,0.002,-0.002,0.002,-1.0986122886681091,62.75
165,KL-W2,Continuous,35,5,30.6,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2014-09-24,68,153.93804,0,0,2014-09-24,57.5,2000,6,0.003,-0.003,0.003,-1.3862943611198908,62.75
165,KL-W2,Continuous,35,5,30.6,Perciformes,Epinephelidae,Rypticus saponaceus,greater soapfish,5,1,0,demersal,solitary,35,none,1,2014-09-24,68,153.93804,0,0,2014-09-24,57.5,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,62.75
165,KL-W2,Continuous,35,5,30.6,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,1,0,demersal,solitary,94,cryptic,0,2014-09-24,68,153.93804,0,0,2014-09-24,57.5,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,62.75
166,KL-W8,Continuous,40,10,28.76923076923077,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,1,0,demersal,solitary,94,cryptic,0,2014-09-24,65,153.93804,1,0.006496120127292773,2014-09-24,57.5,2000,1,5e-4,0.005996120127292772,0.006996120127292773,1.6089204622188626,61.25
166,KL-W8,Continuous,40,10,28.76923076923077,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2014-09-24,65,153.93804,1,0.006496120127292773,2014-09-24,57.5,2000,2,0.001,0.005496120127292773,0.007496120127292773,1.3212383897670819,61.25
166,KL-W8,Continuous,40,10,28.76923076923077,Perciformes,Sphyraenidae,Sphyraena barracuda,barracuda,6,1,0,demersal,solitary,180,cryptic,0,2014-09-24,65,153.93804,1,0.006496120127292773,2014-09-24,57.5,2000,0,0,0.006496120127292773,0.006496120127292773,2.0143855703270273,61.25
166,KL-W8,Continuous,40,10,28.76923076923077,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2014-09-24,65,153.93804,1,0.006496120127292773,2014-09-24,57.5,2000,2,0.001,0.005496120127292773,0.007496120127292773,1.3212383897670819,61.25
166,KL-W8,Continuous,40,10,28.76923076923077,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2014-09-24,65,153.93804,0,0,2014-09-24,57.5,2000,7,0.0035,-0.0035,0.0035,-1.5040773967762737,61.25
166,KL-W8,Continuous,40,10,28.76923076923077,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,1,0,demersal,solitary,100,conspicuous,1,2014-09-24,65,153.93804,0,0,2014-09-24,57.5,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,61.25
166,KL-W8,Continuous,40,10,28.76923076923077,Perciformes,Epinephelidae,Cephalopholis fulva,coney,6,1,1,demersal,solitary,41,conspicuous,1,2014-09-24,65,153.93804,0,0,2014-09-24,57.5,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,61.25
166,KL-W8,Continuous,40,10,28.76923076923077,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2014-09-24,65,153.93804,0,0,2014-09-24,57.5,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,61.25
168,KL-P11,Patch,50,5,33.76,Perciformes,Lutjanidae,Lutjanus griseus,gray snapper,6,1,1,demersal,schooling,89,none,0,2014-09-25,10,28.27433388,1,0.0353677651344195,2014-09-25,10,1197,0,0,0.0353677651344195,0.0353677651344195,3.5936828090608337,10
168,KL-P11,Patch,50,5,33.76,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,3,1,0,demersal,solitary,152,none,1,2014-09-25,10,28.27433388,0,0,2014-09-25,10,1197,1,8.35421888053467e-4,-8.35421888053467e-4,8.35421888053467e-4,-0.6072743668266369,10
168,KL-P11,Patch,50,5,33.76,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2014-09-25,10,28.27433388,0,0,2014-09-25,10,1197,1,8.35421888053467e-4,-8.35421888053467e-4,8.35421888053467e-4,-0.6072743668266369,10
168,KL-P11,Patch,50,5,33.76,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,6,1,0,demersal,solitary,145,none,1,2014-09-25,10,28.27433388,0,0,2014-09-25,10,1197,1,8.35421888053467e-4,-8.35421888053467e-4,8.35421888053467e-4,-0.6072743668266369,10
168,KL-P11,Patch,50,5,33.76,Anguilliformes,Muraenidae,Gymnothorax funebris,green moray,6,1,1,demersal,solitary,250,none,1,2014-09-25,10,28.27433388,0,0,2014-09-25,10,1197,1,8.35421888053467e-4,-8.35421888053467e-4,8.35421888053467e-4,-0.6072743668266369,10
168,KL-P11,Patch,50,5,33.76,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,4,1,1,demersal,solitary,45.7,conspicuous,1,2014-09-25,10,28.27433388,0,0,2014-09-25,10,1197,1,8.35421888053467e-4,-8.35421888053467e-4,8.35421888053467e-4,-0.6072743668266369,10
168,KL-P11,Patch,50,5,33.76,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,1,1,demersal,solitary,45.7,conspicuous,1,2014-09-25,10,28.27433388,0,0,2014-09-25,10,1197,2,0.001670843776106934,-0.001670843776106934,0.001670843776106934,-0.9823944435018683,10
168,KL-P11,Patch,50,5,33.76,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2014-09-25,10,28.27433388,0,0,2014-09-25,10,1197,1,8.35421888053467e-4,-8.35421888053467e-4,8.35421888053467e-4,-0.6072743668266369,10
169,KL-P13,Patch,40,15,29.035714285714285,Perciformes,Lutjanidae,Lutjanus griseus,gray snapper,5,1,1,demersal,schooling,89,none,0,2014-09-25,10,78.53981634,3.75,0.04774648292741347,2014-09-25,10,1881,0,0,0.04774648292741347,0.04774648292741347,3.8866330497625765,10
169,KL-P13,Patch,40,15,29.035714285714285,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,3,1,0,demersal,solitary,152,none,1,2014-09-25,10,78.53981634,1,0.01273239544731026,2014-09-25,10,1881,0,0,0.01273239544731026,0.01273239544731026,2.619757672683737,10
169,KL-P13,Patch,40,15,29.035714285714285,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,6,1,0,demersal,solitary,145,none,1,2014-09-25,10,78.53981634,1,0.01273239544731026,2014-09-25,10,1881,2,0.001063264221158958,0.011669131226151302,0.01379565966846922,1.8954683706158617,10
169,KL-P13,Patch,40,15,29.035714285714285,Perciformes,Lutjanidae,Lutjanus griseus,gray snapper,6,1,1,demersal,schooling,89,none,0,2014-09-25,10,78.53981634,1.25,0.015915494309137825,2014-09-25,10,1881,0,0,0.015915494309137825,0.015915494309137825,2.82823002492941,10
169,KL-P13,Patch,40,15,29.035714285714285,Perciformes,Epinephelidae,Epinephelus morio,red grouper,5,1,0,demersal,solitary,125,none,1,2014-09-25,10,78.53981634,0,0,2014-09-25,10,1881,1,5.31632110579479e-4,-5.31632110579479e-4,5.31632110579479e-4,-0.4263339057834976,10
169,KL-P13,Patch,40,15,29.035714285714285,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,1,0,demersal,solitary,125,none,1,2014-09-25,10,78.53981634,0,0,2014-09-25,10,1881,3,0.001594896331738437,-0.001594896331738437,0.001594896331738437,-0.9535465665861169,10
169,KL-P13,Patch,40,15,29.035714285714285,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,4,1,0,demersal,solitary,152,none,1,2014-09-25,10,78.53981634,0,0,2014-09-25,10,1881,1,5.31632110579479e-4,-5.31632110579479e-4,5.31632110579479e-4,-0.4263339057834976,10
169,KL-P13,Patch,40,15,29.035714285714285,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,5,1,0,demersal,solitary,152,none,1,2014-09-25,10,78.53981634,0,0,2014-09-25,10,1881,1,5.31632110579479e-4,-5.31632110579479e-4,5.31632110579479e-4,-0.4263339057834976,10
169,KL-P13,Patch,40,15,29.035714285714285,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2014-09-25,10,78.53981634,0,0,2014-09-25,10,1881,1,5.31632110579479e-4,-5.31632110579479e-4,5.31632110579479e-4,-0.4263339057834976,10
169,KL-P13,Patch,40,15,29.035714285714285,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,4,1,1,demersal,solitary,45.7,conspicuous,1,2014-09-25,10,78.53981634,0,0,2014-09-25,10,1881,1,5.31632110579479e-4,-5.31632110579479e-4,5.31632110579479e-4,-0.4263339057834976,10
170,KL-P14,Patch,60,5,36.714285714285715,Perciformes,Lutjanidae,Lutjanus griseus,gray snapper,5,1,1,demersal,schooling,89,none,0,2014-09-25,12,50.26548246,1,0.019894367885472396,2014-09-25,10,816,0,0,0.019894367885472396,0.019894367885472396,3.0394796434907305,11
170,KL-P14,Patch,60,5,36.714285714285715,Syngnathiformes,Aulostomidae,Aulostomus maculatus,trumpetfish,6,1,0,demersal,solitary,80,none,1,2014-09-25,12,50.26548246,1,0.019894367885472396,2014-09-25,10,816,0,0,0.019894367885472396,0.019894367885472396,3.0394796434907305,11
170,KL-P14,Patch,60,5,36.714285714285715,Perciformes,Lutjanidae,Lutjanus griseus,gray snapper,6,1,1,demersal,schooling,89,none,0,2014-09-25,12,50.26548246,1,0.019894367885472396,2014-09-25,10,816,0,0,0.019894367885472396,0.019894367885472396,3.0394796434907305,11
170,KL-P14,Patch,60,5,36.714285714285715,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,6,1,0,demersal,solitary,145,none,1,2014-09-25,12,50.26548246,0,0,2014-09-25,10,816,2,0.0024509803921568627,-0.0024509803921568627,0.0024509803921568627,-1.238658362313826,11
170,KL-P14,Patch,60,5,36.714285714285715,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,1,0,demersal,solitary,125,none,1,2014-09-25,12,50.26548246,0,0,2014-09-25,10,816,1,0.0012254901960784314,-0.0012254901960784314,0.0012254901960784314,-0.7999772041971314,11
171,KL-W11,Continuous,17,3,47.96153846153846,Perciformes,Sphyraenidae,Sphyraena barracuda,barracuda,6,1,0,demersal,solitary,180,cryptic,0,2014-09-25,45,153.93804,1,0.006496120127292773,2014-09-25,40,2000,0,0,0.006496120127292773,0.006496120127292773,2.0143855703270273,42.5
171,KL-W11,Continuous,17,3,47.96153846153846,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,1,0,demersal,solitary,94,cryptic,0,2014-09-25,45,153.93804,1,0.006496120127292773,2014-09-25,40,2000,1,5e-4,0.005996120127292772,0.006996120127292773,1.6089204622188626,42.5
171,KL-W11,Continuous,17,3,47.96153846153846,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2014-09-25,45,153.93804,1,0.006496120127292773,2014-09-25,40,2000,1,5e-4,0.005996120127292772,0.006996120127292773,1.6089204622188626,42.5
171,KL-W11,Continuous,17,3,47.96153846153846,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2014-09-25,45,153.93804,0,0,2014-09-25,40,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,42.5
171,KL-W11,Continuous,17,3,47.96153846153846,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2014-09-25,45,153.93804,0,0,2014-09-25,40,2000,8,0.004,-0.004,0.004,-1.6094379124341005,42.5
171,KL-W11,Continuous,17,3,47.96153846153846,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2014-09-25,45,153.93804,0,0,2014-09-25,40,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,42.5
172,KL-W12,Continuous,45,2,21.16,Perciformes,Epinephelidae,Cephalopholis fulva,coney,5,1,1,demersal,solitary,41,conspicuous,1,2014-09-26,55,153.93804,1,0.006496120127292773,2014-09-26,55,2000,0,0,0.006496120127292773,0.006496120127292773,2.0143855703270273,55
172,KL-W12,Continuous,45,2,21.16,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2014-09-26,55,153.93804,1,0.006496120127292773,2014-09-26,55,2000,3,0.0015,0.004996120127292773,0.007996120127292772,1.0980948384528721,55
172,KL-W12,Continuous,45,2,21.16,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2014-09-26,55,153.93804,0,0,2014-09-26,55,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,55
172,KL-W12,Continuous,45,2,21.16,Perciformes,Epinephelidae,Mycteroperca bonaci,black grouper,6,1,0,demersal,solitary,152,none,1,2014-09-26,55,153.93804,0,0,2014-09-26,55,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,55
172,KL-W12,Continuous,45,2,21.16,Perciformes,Epinephelidae,Cephalopholis fulva,coney,6,1,1,demersal,solitary,41,conspicuous,1,2014-09-26,55,153.93804,0,0,2014-09-26,55,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,55
